Gender,Age,Average Weekly Exercise Hours,Health Consciousness Rating,Average Daily Screen Time,Social Media Influence Score,Number of Professional Trainings Attended,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
2,52,0.0563,0.7568,6.1972,4.4276,2.4943,0.0145,4.9828,15.7682,Health-Conscious
2,59,0.071,2.8543,4.1653,3.5792,0.0812,0.0047,3.1664,0.3524,Fitness Enthusiast
1,38,0.4083,3.826,5.0212,13.6801,3.0966,0.0144,2.3677,27.4394,Social Media Influencer
1,46,0.0314,1.7976,2.8586,4.9921,3.1583,0.0186,6.7885,22.3594,Health-Conscious
2,22,0.0193,0.8104,3.7325,9.6623,3.9509,0.0036,4.7189,42.7387,Health-Conscious
1,27,0.1375,5.1919,5.1852,2.5037,3.6007,0.021,3.9765,39.2156,Health-Conscious
2,42,0.0607,4.4958,3.8372,2.8691,3.7224,0.0138,3.6852,38.2093,Health-Conscious
1,48,0.0224,1.2289,3.8553,4.1661,2.8528,0.3643,5.6355,19.3777,Health-Conscious
2,55,0.3468,0.4792,4.4836,5.8735,3.6418,0.9521,4.7425,43.5934,Fitness Enthusiast
2,33,0.0699,2.6396,3.4875,1.6419,3.8841,0.0294,2.7023,46.6725,Health-Conscious
2,29,0.2257,5.8089,4.4575,4.1814,2.9326,0.0116,6.2095,22.537,Health-Conscious
2,47,0.091,3.6629,6.7569,2.7668,2.7879,0.0217,4.1653,21.3826,Health-Conscious
2,41,0.0618,3.0105,6.3367,6.6622,2.6258,0.0202,5.3274,18.0622,Eco-Friendly
1,52,0.0691,4.5566,2.9463,5.0753,1.4409,0.0195,5.2423,3.0492,Health-Conscious
1,32,0.0561,0.6874,3.305,4.7172,4.0265,0.0032,3.3261,51.7738,Eco-Friendly
1,33,0.0317,0.6593,2.2503,4.5641,4.7499,0.0125,3.125,85.9418,Eco-Friendly
2,49,0.0128,1.6414,5.4208,3.3941,4.5967,1.5789,4.7229,72.3292,Health-Conscious
1,29,1.0588,0.8248,6.2124,4.9757,1.0651,0.6358,4.6792,4.2139,Eco-Friendly
1,24,0.0929,0.7259,4.6864,2.5366,5.3042,0.0038,1.8981,100.3597,Eco-Friendly
2,50,0.0123,0.736,4.5264,3.5011,2.6676,0.0026,3.2624,18.3509,Health-Conscious
1,40,0.043,3.2083,4.8071,7.865,1.9823,0.0152,2.7603,8.3858,Eco-Friendly
1,46,1.2253,5.0427,3.4361,6.606,3.096,0.0022,2.4769,22.0652,Fitness Enthusiast
2,37,0.0535,0.4996,6.4614,5.1366,4.2716,2.2339,3.1752,65.5727,Social Media Influencer
1,51,0.0861,2.1717,1.537,1.5071,4.1724,0.0043,2.5034,42.2805,Health-Conscious
2,30,0.0833,2.6809,3.7982,2.4397,3.519,0.0181,3.6199,30.9956,Health-Conscious
2,28,0.0604,2.0761,2.1579,7.9708,2.968,0.0028,3.5547,14.7344,Health-Conscious
1,46,0.1045,4.5314,3.7891,3.0883,4.3909,0.0152,4.5274,78.8896,Health-Conscious
2,27,0.0089,0.6851,3.6273,3.0458,2.6396,0.7158,2.3641,18.5574,Eco-Friendly
2,43,0.492,0.617,7.9679,3.7092,2.1174,0.821,3.6689,14.439,Eco-Friendly
1,38,0.0482,0.8307,6.5675,3.5463,3.0426,0.0059,3.5551,26.321,Health-Conscious
1,48,4.5027,0.6184,6.2725,6.3797,1.3603,1.1695,2.5217,6.1357,Fitness Enthusiast
2,25,0.0967,0.8255,2.1198,5.5906,5.1082,0.0074,3.8187,88.1061,Eco-Friendly
1,40,0.2667,1.6171,5.8163,3.6107,3.4699,0.0142,4.7506,45.1093,Health-Conscious
2,32,0.0383,5.3383,7.7651,3.1972,1.7704,0.0168,4.4217,6.1659,Health-Conscious
1,50,0.0434,2.9829,4.7244,8.9036,1.9799,0.7312,2.2427,12.1788,Eco-Friendly
1,47,0.1234,3.3157,1.1335,1.2266,4.608,0.0192,2.7854,61.3355,Health-Conscious
2,39,0.0476,2.884,3.9531,2.8158,1.7291,0.0113,3.7755,5.0029,Health-Conscious
2,35,0.0061,0.6297,5.031,3.9854,4.1463,1.0384,3.6759,61.1319,Eco-Friendly
1,27,0.0481,2.4752,3.8127,1.8693,1.2691,0.011,3.1764,3.5588,Health-Conscious
2,23,0.0934,3.1166,4.6743,3.1115,3.0706,0.0171,3.9387,24.7659,Health-Conscious
2,37,0.0423,0.7768,6.5162,6.0425,4.2573,1.4687,5.3038,65.4826,Eco-Friendly
2,23,0.0774,0.7525,4.1927,3.8927,3.7956,0.0192,2.6209,44.8183,Eco-Friendly
1,36,0.1853,1.8627,7.0724,5.7492,2.639,0.0067,2.6367,19.37,Health-Conscious
2,44,2.3385,0.1381,5.0083,10.9427,1.8205,0.6424,3.2491,11.1705,Fitness Enthusiast
1,34,0.6334,0.6347,6.8838,1.9346,1.9482,0.0095,2.29,8.8905,Eco-Friendly
2,24,0.0646,2.5734,1.8784,2.3141,3.222,0.0071,3.8653,18.2547,Health-Conscious
1,27,0.0539,5.8808,4.5323,4.0083,3.9989,0.0224,4.0601,51.3579,Health-Conscious
1,44,0.0344,2.7401,4.7005,2.3911,3.7743,0.0734,3.6857,42.4145,Health-Conscious
2,41,0.0859,4.5276,2.9603,3.0034,2.2081,0.0114,3.66,8.337,Health-Conscious
1,23,0.1782,0.7946,4.8078,4.9485,7.9918,1.6791,4.3617,121.5367,Eco-Friendly
1,33,0.0851,0.7537,2.5516,5.5415,3.0524,0.0065,4.9673,20.8961,Eco-Friendly
1,36,0.2077,0.5854,6.1155,11.817,1.8991,0.0115,3.7924,7.485,Health-Conscious
1,51,0.5967,0.7935,3.4992,13.8707,4.4562,1.3345,3.7864,61.5156,Health-Conscious
2,49,0.3952,4.745,1.4555,7.206,4.0813,0.0155,4.9151,39.4675,Health-Conscious
1,28,0.0522,0.8286,6.079,2.8495,5.5007,0.019,1.9515,100.7042,Fitness Enthusiast
1,44,0.0079,0.8098,4.5998,3.883,6.0218,0.0352,2.851,97.3911,Eco-Friendly
1,41,2.1625,1.1739,5.5535,9.3869,5.0791,0.7644,2.7012,95.8269,Fitness Enthusiast
1,44,0.3694,0.0985,5.6828,14.262,4.1677,0.0002,3.4582,77.6946,Fitness Enthusiast
2,30,0.4636,0.5656,5.446,12.0288,2.6258,0.0102,2.1053,18.0314,Fitness Enthusiast
2,24,0.2262,0.8504,2.0629,3.5971,5.1454,1.0178,3.1614,81.9228,Eco-Friendly
1,44,0.1315,0.7804,1.9532,1.8442,3.9828,0.0175,2.6024,53.1258,Eco-Friendly
1,26,0.0663,0.7606,4.84,9.7006,2.1948,0.0005,4.1158,13.1111,Social Media Influencer
1,22,1.0857,0.0818,3.0526,31.3528,2.9852,0.0158,2.4155,20.3598,Fitness Enthusiast
2,37,0.0984,1.95,8.0498,7.7795,6.6008,0.0112,4.9914,97.6152,Eco-Friendly
1,53,1.5516,1.5425,5.9878,12.0272,0.108,0.005,2.0563,0.9114,Fitness Enthusiast
2,28,2.5507,1.4575,2.4417,11.1951,4.7424,0.0236,2.316,79.0342,Fitness Enthusiast
2,28,0.0586,4.2598,11.5356,3.3771,3.4472,0.01,4.7166,49.055,Health-Conscious
2,32,0.0957,5.7356,3.3907,4.1722,2.4971,0.0069,6.3998,9.5911,Health-Conscious
2,36,0.0497,0.7235,8.1584,4.6773,3.7963,0.0029,4.4451,59.5158,Eco-Friendly
1,27,0.3286,3.828,3.9211,4.7605,0.439,0.0034,2.4574,0.5205,Health-Conscious
1,46,0.094,3.1281,5.6075,4.6025,4.2238,0.0201,5.3214,70.8557,Health-Conscious
2,50,2.2049,1.3434,7.1001,11.4762,4.5859,1.2252,3.3873,79.897,Fitness Enthusiast
1,35,0.1215,3.4563,3.9454,1.9412,3.5548,0.016,2.8732,33.9994,Health-Conscious
1,42,1.6426,0.2393,3.9486,8.2236,4.3277,0.8543,2.4603,63.4526,Fitness Enthusiast
1,20,0.0135,0.8606,6.2028,4.4141,3.4062,0.0099,3.5197,39.6605,Health-Conscious
2,26,0.0389,0.5111,5.2947,12.1514,3.2198,0.0103,4.0104,30.0317,Health-Conscious
1,34,0.0793,0.9564,4.4561,2.9783,2.1039,0.0067,3.8401,8.1899,Health-Conscious
2,30,1.1013,2.9967,4.7058,14.2778,3.5458,0.7797,2.8911,37.3965,Fitness Enthusiast
1,66,0.0242,0.6331,2.8007,4.5347,2.3783,0.0172,4.3975,13.2969,Social Media Influencer
2,39,0.9209,3.3848,0.6853,9.6072,4.627,0.028,2.2275,64.2896,Fitness Enthusiast
2,26,0.0511,1.9012,5.2158,3.7943,3.602,0.0266,4.1841,41.6752,Health-Conscious
2,32,0.051,0.7379,7.7797,1.3908,4.7484,0.0012,1.2343,99.9214,Health-Conscious
1,50,0.7796,0.2608,2.5007,14.7728,3.7959,1.1929,3.801,37.2681,Fitness Enthusiast
1,37,0.0665,0.7286,4.872,2.5918,3.2954,0.0086,2.2312,33.0526,Social Media Influencer
2,31,0.1339,0.814,4.3558,3.093,3.7457,0.0351,2.1397,44.5254,Eco-Friendly
1,33,0.3196,4.0002,2.9591,8.6386,5.1361,0.0058,3.1595,92.7516,Health-Conscious
2,42,1.7892,2.8083,5.4575,11.4622,0.9518,0.0122,3.0901,5.144,Fitness Enthusiast
2,36,0.0403,5.1981,2.8199,1.6736,1.5043,0.0178,2.6039,2.9609,Health-Conscious
2,38,0.0409,0.7324,4.5319,3.6082,3.011,0.4002,2.7828,26.5877,Eco-Friendly
2,50,0.0842,0.6565,1.5051,3.4263,4.1431,0.0259,3.3765,58.0674,Social Media Influencer
2,24,0.0789,6.1812,6.5711,6.5997,3.9898,0.0142,6.5476,57.0219,Health-Conscious
1,32,0.1197,0.6761,2.7764,4.9391,2.5083,0.0032,4.9156,9.9504,Health-Conscious
1,44,0.3087,0.739,4.4372,2.9493,2.2569,0.0149,1.2488,10.1685,Fitness Enthusiast
2,38,0.2546,0.7743,3.9769,1.372,2.1919,0.0011,1.6824,11.2673,Social Media Influencer
1,29,0.0722,3.3777,4.0764,2.5984,5.3518,0.0059,3.4104,100.3021,Fitness Enthusiast
2,20,0.2149,0.8558,4.5332,2.9626,5.7261,0.0038,2.1589,100.1929,Eco-Friendly
2,64,0.0795,4.7716,6.6927,2.8488,4.1431,0.1494,4.8129,64.3283,Health-Conscious
2,50,0.4046,0.6709,6.9283,16.6988,2.5366,0.0472,3.5137,19.5344,Fitness Enthusiast
1,60,0.0881,2.6299,4.9905,6.9088,4.1832,0.013,4.7994,73.0071,Fitness Enthusiast
2,23,0.0023,0.7995,9.7627,3.3606,1.5064,0.0084,3.7439,6.8128,Eco-Friendly
2,57,0.0917,0.6153,6.7725,4.5328,3.8849,0.0117,4.3227,58.6371,Health-Conscious
1,20,0.026,0.5982,5.9219,5.702,4.6126,0.0128,3.5913,96.7609,Eco-Friendly
1,43,0.1645,0.8355,3.0244,4.8917,5.7028,0.0298,3.203,99.1601,Social Media Influencer
1,44,0.697,2.9804,5.9419,7.3205,1.9082,0.0111,2.891,10.1528,Fitness Enthusiast
1,37,0.4502,0.6335,3.3812,13.5712,2.2835,0.02,5.1114,10.4986,Social Media Influencer
2,40,0.8871,0.6154,1.7488,0.8694,4.1032,0.5315,1.2696,53.4879,Eco-Friendly
1,30,0.319,0.5312,4.7596,13.3335,3.6201,0.0115,3.9149,38.9182,Health-Conscious
1,43,1.6631,0.8287,0.9325,4.9563,4.6929,0.0107,3.8595,67.7877,Fitness Enthusiast
1,35,0.1512,0.7257,5.2897,7.8764,3.6255,0.0115,1.1602,40.9257,Social Media Influencer
2,31,0.0545,1.0466,7.7494,3.8864,3.4453,0.0218,4.6411,45.6244,Health-Conscious
1,33,2.6487,0.1224,4.4649,12.1147,3.6264,1.316,1.8011,41.0806,Fitness Enthusiast
2,58,0.2619,3.9431,2.4526,9.6942,1.9244,0.3767,4.0476,7.7909,Health-Conscious
2,26,0.1566,5.6867,3.4414,1.6059,3.317,0.0178,2.5595,21.7434,Health-Conscious
2,62,0.0405,0.6892,6.3678,5.2162,1.3813,0.0292,3.795,7.7551,Social Media Influencer
1,25,0.0741,1.82,7.1404,8.1597,4.4867,0.0093,3.8922,96.0908,Social Media Influencer
2,24,1.5659,3.325,3.6633,9.2881,1.5006,0.0161,2.6079,3.87,Fitness Enthusiast
1,27,0.0511,0.7306,4.3091,3.591,1.2663,0.5201,3.628,6.6979,Eco-Friendly
1,21,0.0766,1.4184,5.3499,6.7625,2.3137,0.0247,1.762,12.3379,Social Media Influencer
1,37,0.4304,0.7327,6.6866,5.1497,1.2175,0.0117,3.8306,5.5394,Health-Conscious
2,25,0.1393,3.1139,4.3713,5.5924,3.7909,0.0213,3.7263,45.3005,Fitness Enthusiast
2,20,0.0239,0.628,5.6886,3.8658,3.4331,0.0045,4.1705,38.501,Health-Conscious
2,59,0.0448,3.5732,5.0421,2.8529,5.3136,1.0736,4.7954,98.2982,Health-Conscious
1,38,0.0907,3.9598,2.3079,2.8614,3.9291,0.0109,4.1511,39.394,Health-Conscious
1,39,0.1164,3.5936,4.9392,4.3583,2.3978,0.0024,5.9239,12.4183,Health-Conscious
1,51,0.0704,1.0584,3.5151,10.8845,3.0172,0.0464,2.9333,24.0993,Eco-Friendly
2,42,0.0259,0.8241,9.3649,3.0761,1.914,0.0244,2.3921,11.3506,Health-Conscious
2,41,0.0027,0.7066,6.7646,3.5444,5.3114,0.0051,2.5689,101.1809,Social Media Influencer
2,19,0.0283,1.3099,6.4453,8.4245,5.0092,0.0054,4.5711,95.6301,Health-Conscious
1,26,0.0237,0.8418,4.364,3.4005,2.0501,0.0059,3.2469,9.1396,Eco-Friendly
2,20,0.0785,4.187,4.9879,4.1862,3.4976,0.0146,4.8316,33.8469,Health-Conscious
1,34,0.0441,3.4129,2.864,8.5356,3.8528,0.017,6.9425,36.5956,Health-Conscious
2,22,0.9544,2.9208,2.1354,6.7945,4.7354,0.1017,3.162,80.1906,Fitness Enthusiast
2,32,0.3159,0.6478,3.2373,2.1583,2.6129,0.0164,1.1022,15.4272,Social Media Influencer
1,25,0.0506,1.2623,5.2841,6.0408,4.5285,0.0129,1.9834,91.6878,Social Media Influencer
2,36,0.2037,0.8232,5.9677,5.0586,2.9414,0.0065,4.9289,24.7738,Eco-Friendly
2,39,1.0261,0.6264,5.7267,5.3496,5.7848,1.1366,5.0951,105.0488,Eco-Friendly
1,43,0.2041,0.6016,1.5843,15.0654,1.4743,0.038,3.4408,4.9631,Social Media Influencer
1,20,0.2067,0.377,4.5718,6.9018,2.6506,0.8132,2.0068,18.0449,Social Media Influencer
2,44,0.0544,0.6445,8.9068,4.5431,2.6173,0.0084,4.2786,22.0682,Eco-Friendly
2,29,0.0949,0.7872,5.6319,1.3008,5.3913,0.0235,1.2175,102.4378,Eco-Friendly
2,37,0.0384,0.8448,6.8494,3.8498,3.6853,0.0038,3.6701,55.654,Eco-Friendly
2,50,0.0997,2.2603,4.4804,3.5758,3.6255,0.0128,5.2378,40.5578,Health-Conscious
1,24,0.1167,0.6754,7.0167,5.0853,6.2338,0.0075,3.1618,101.1778,Fitness Enthusiast
1,22,0.441,0.4445,4.3704,17.0167,1.3543,0.0089,3.1219,4.9808,Health-Conscious
2,27,0.0601,0.7445,6.9643,4.0072,3.5802,0.0227,3.8284,46.1317,Eco-Friendly
2,32,0.072,0.8041,5.3081,3.78,2.8143,0.0033,3.8908,21.1955,Eco-Friendly
1,26,0.033,1.0987,2.8664,5.3111,4.4488,0.016,4.979,66.8328,Eco-Friendly
2,50,0.0671,4.8766,7.1542,3.7478,3.9117,0.0224,5.8223,60.7381,Health-Conscious
1,30,0.0121,3.3493,4.3711,1.5292,4.4572,0.0283,2.1129,83.9564,Health-Conscious
1,37,0.0339,0.788,5.119,2.9944,2.1025,0.3831,2.884,9.944,Eco-Friendly
2,35,0.0329,0.9823,5.9213,5.7566,4.0339,0.0063,1.4201,76.662,Social Media Influencer
2,70,0.0981,2.9671,4.9263,11.7893,4.3835,0.0125,2.208,86.8022,Social Media Influencer
2,48,0.0374,0.6545,6.7095,5.5259,2.8913,0.0012,4.0951,24.8378,Eco-Friendly
2,52,0.0129,0.6728,3.3021,4.6562,3.8485,0.0287,4.58,46.3308,Eco-Friendly
1,28,0.3018,0.8673,3.0766,3.1158,0.7025,0.0342,2.4647,3.3534,Social Media Influencer
1,33,0.0687,0.7506,0.7296,7.0543,2.2152,0.0043,4.2883,9.2768,Eco-Friendly
2,59,0.3591,0.6945,3.6178,2.452,2.5423,0.0027,1.7128,13.294,Eco-Friendly
1,21,0.0337,0.8097,6.0186,6.8973,2.9195,0.0015,4.1576,24.7466,Social Media Influencer
1,27,0.105,0.7431,5.6796,5.0194,0.1056,0.0277,3.4818,1.6094,Health-Conscious
2,39,0.2034,0.4319,2.6699,12.8136,3.4098,0.011,2.1595,25.0318,Health-Conscious
1,56,0.0144,2.7736,5.0316,3.0965,2.0401,0.0185,4.1019,7.9585,Health-Conscious
2,27,0.1562,4.0534,2.7347,3.0626,3.2385,0.0001,5.7561,23.1652,Health-Conscious
1,49,0.4499,0.7854,5.0248,5.1477,5.2788,0.9111,5.1412,97.098,Eco-Friendly
1,45,0.3335,0.6821,11.8831,5.7635,6.2065,0.0044,4.1404,103.3596,Social Media Influencer
2,34,1.1655,0.2104,3.4895,12.2998,2.3901,1.4258,3.9926,16.54,Fitness Enthusiast
1,31,0.1609,4.0677,5.7755,2.8632,4.0249,0.0191,4.6003,66.6965,Health-Conscious
1,35,0.9061,0.3417,2.6837,14.014,3.3999,0.0071,1.921,27.4234,Fitness Enthusiast
1,32,0.0958,1.4173,7.423,4.8493,4.5743,0.0112,3.2557,99.6868,Health-Conscious
2,34,5.2167,1.2436,2.1741,1.5806,1.8811,0.0256,1.725,6.4566,Eco-Friendly
1,41,0.9279,5.8826,6.4142,3.7534,4.9803,0.0154,2.818,99.1833,Health-Conscious
1,37,0.0494,3.6878,6.2392,3.109,5.5869,0.0342,4.2352,100.0212,Health-Conscious
1,48,0.1055,2.0218,4.6493,2.7831,1.774,0.007,2.4854,5.8028,Fitness Enthusiast
2,25,0.1067,1.6161,4.3481,8.1157,4.2492,0.0249,6.0229,75.0162,Fitness Enthusiast
2,27,0.1295,5.7176,4.6568,2.2776,4.6978,0.025,3.6603,91.9557,Health-Conscious
1,30,0.3329,0.3813,4.7771,21.3961,1.7004,0.0038,2.7994,7.3596,Health-Conscious
2,31,0.094,4.0367,4.4206,10.983,5.6096,0.0426,1.4901,99.2662,Eco-Friendly
1,53,0.1908,4.1622,3.9164,1.6026,1.9165,0.0192,2.5735,5.5855,Health-Conscious
2,27,0.156,1.2831,5.5901,8.5946,4.8114,0.0067,2.4317,98.0202,Health-Conscious
1,46,0.0849,0.6268,2.3087,5.2888,1.634,0.2995,4.9185,7.6263,Eco-Friendly
1,34,0.1058,0.777,5.1115,4.0295,3.4288,0.6171,3.6167,42.1895,Eco-Friendly
2,24,0.6543,0.1048,4.7594,13.9795,3.655,0.0033,2.5658,41.7978,Fitness Enthusiast
1,51,0.0527,0.7172,8.7475,3.9525,1.7818,0.0716,3.8335,6.3512,Eco-Friendly
1,48,1.1128,0.7517,3.0185,4.0654,5.2093,0.8025,4.3552,89.8084,Fitness Enthusiast
1,55,0.0245,0.7141,8.4755,3.156,4.3117,0.0128,2.7438,83.4761,Fitness Enthusiast
1,52,0.1089,1.3332,3.0591,3.6055,2.6004,0.0293,4.1443,12.0007,Health-Conscious
2,25,0.0836,2.0821,2.1021,4.2459,1.6809,0.0132,3.64,3.6324,Health-Conscious
1,34,0.2738,0.6345,8.5377,4.0781,2.1945,0.0124,3.1685,16.4174,Eco-Friendly
1,33,0.0862,2.4442,7.2024,3.2096,3.5654,0.0369,4.6819,42.0426,Health-Conscious
1,36,1.7715,1.226,7.4271,11.7564,2.6502,0.5953,3.5317,22.314,Fitness Enthusiast
1,62,0.0813,0.7798,7.2385,4.216,2.275,0.0038,3.3414,14.3684,Health-Conscious
1,51,1.437,0.9027,1.9887,2.3052,9.2349,0.0131,2.9364,102.8648,Eco-Friendly
2,20,0.5203,0.7726,3.3275,3.3012,2.4436,0.0548,2.9598,9.4172,Eco-Friendly
1,49,0.0554,0.6594,6.4245,3.1859,1.8252,0.0108,3.112,7.7869,Eco-Friendly
1,32,0.0759,0.7056,3.6559,9.7279,1.1352,0.0009,4.9442,5.3361,Eco-Friendly
2,28,0.0806,3.9563,5.5186,4.0412,3.6719,0.0134,5.4597,42.9751,Health-Conscious
1,28,1.4774,3.2991,3.3086,3.864,3.0396,1.0443,3.2152,23.9603,Health-Conscious
2,30,0.0101,0.7689,0.4167,4.2635,5.1352,0.0047,3.4887,77.3319,Eco-Friendly
2,29,0.2096,1.6675,4.8544,12.8849,4.9429,0.0057,3.125,100.2869,Health-Conscious
2,38,0.4309,0.8083,7.9788,4.3993,3.1547,0.0106,2.1154,38.5464,Eco-Friendly
2,44,0.3336,4.0481,7.1203,12.5513,4.6703,0.0111,2.8491,100.1252,Social Media Influencer
2,39,0.8607,0.4619,3.6573,4.8878,4.5855,1.6753,3.2873,64.265,Eco-Friendly
2,24,0.3268,2.7129,5.1533,10.1515,2.7677,1.0548,3.8739,21.0393,Fitness Enthusiast
2,38,0.0628,0.6828,4.034,3.6587,3.2901,0.0025,2.9652,31.4123,Eco-Friendly
1,21,0.6605,0.6131,3.6405,4.9219,4.1652,0.0151,3.3301,65.6367,Eco-Friendly
1,60,0.0326,0.7818,5.5255,3.6375,1.3936,0.0181,2.9153,4.5276,Health-Conscious
2,41,0.1925,0.7802,4.322,2.5505,3.381,0.0209,1.9051,33.6947,Eco-Friendly
2,20,0.156,0.7403,6.3167,2.6893,6.0267,0.0093,1.9828,99.2364,Eco-Friendly
1,28,0.4271,0.456,7.5418,10.2881,2.9591,0.008,1.8956,26.9356,Health-Conscious
2,34,3.2794,4.1136,4.4791,6.2137,4.7681,0.0253,2.1818,93.6736,Fitness Enthusiast
1,32,0.012,0.7057,4.2914,2.0789,1.6365,0.0342,2.0698,4.9324,Health-Conscious
1,26,0.0373,0.5828,7.0825,4.6085,2.6008,0.006,4.5249,21.036,Health-Conscious
2,33,0.0573,0.7224,3.84,3.547,4.1412,0.0847,3.3645,61.755,Eco-Friendly
1,34,0.1437,3.368,8.667,3.9589,3.3662,0.0439,4.2677,40.8702,Health-Conscious
1,45,1.2008,0.5248,1.1865,8.9856,0.8529,0.0217,2.8039,1.446,Eco-Friendly
2,21,0.0369,0.9657,2.958,3.6891,1.523,0.0238,4.7206,4.3784,Health-Conscious
1,20,1.1045,0.4213,3.6515,5.9987,3.9505,1.3304,2.9283,49.5908,Eco-Friendly
1,31,0.0254,0.7008,5.7407,1.1442,1.498,0.0015,0.815,5.7522,Social Media Influencer
1,44,0.09,0.7459,8.386,2.6036,3.2254,0.003,2.5177,31.7924,Eco-Friendly
2,35,0.1295,0.7817,5.4612,1.9046,4.1384,0.0023,2.1704,72.9543,Eco-Friendly
2,31,0.0446,0.6737,5.9142,3.3548,3.4899,0.0175,3.1342,40.0389,Eco-Friendly
2,23,0.064,1.8339,5.0296,2.8315,3.5263,0.0266,4.1894,37.016,Health-Conscious
1,31,0.278,1.2125,4.5529,12.0734,3.6205,0.0027,3.5348,38.4059,Health-Conscious
2,22,0.0756,2.4053,4.7642,2.9087,2.8764,0.0239,3.6291,19.7734,Health-Conscious
1,22,0.6042,0.8141,6.0238,3.1364,6.4718,0.9531,3.05,107.4444,Eco-Friendly
1,50,0.0299,0.6523,3.3177,4.8568,3.9173,0.0184,3.6121,44.0223,Health-Conscious
2,60,0.0109,1.073,3.6899,4.7268,3.9857,0.0408,4.3118,49.9684,Eco-Friendly
2,27,0.0579,3.0911,8.8658,2.6081,3.3019,0.0101,3.868,39.5917,Health-Conscious
2,19,0.007,1.3545,4.121,3.9756,2.9566,0.0092,2.0861,18.9228,Social Media Influencer
1,22,0.1353,0.5657,5.5086,9.7539,7.9306,0.0152,2.0114,102.4675,Social Media Influencer
2,41,0.898,0.4739,6.4171,2.9212,1.634,1.5768,2.2658,11.5832,Eco-Friendly
2,46,0.0825,0.7583,6.3804,4.4229,1.6868,0.0068,4.4728,6.5852,Health-Conscious
1,57,0.1253,3.2885,4.4081,1.8395,4.7583,0.0152,2.3865,94.4038,Fitness Enthusiast
2,48,0.6887,0.6813,5.8538,12.5742,4.6617,0.0062,2.7388,95.4174,Health-Conscious
2,50,0.0697,0.9843,3.1425,3.4025,3.9204,0.0083,4.0083,41.4058,Health-Conscious
1,24,0.0702,0.7218,5.9633,3.6374,3.1912,0.0152,3.2811,32.513,Eco-Friendly
1,50,0.05,0.7433,1.2133,3.8696,4.6966,0.0003,2.3824,82.0065,Eco-Friendly
1,32,0.0516,0.6631,5.1553,4.7097,4.0619,0.0036,3.3459,63.1653,Eco-Friendly
2,57,0.0153,0.7787,3.4593,2.7916,2.4037,0.0106,2.3328,11.804,Eco-Friendly
2,34,0.0013,0.7764,5.0894,5.528,2.743,0.0156,3.0555,19.8062,Eco-Friendly
1,21,0.0624,0.5609,2.9033,7.1411,3.0662,0.0033,4.3193,20.5285,Health-Conscious
2,25,0.064,0.8249,8.0311,2.2617,3.0425,0.0282,1.7548,31.164,Eco-Friendly
2,44,0.024,0.7523,6.8621,3.3828,3.1764,0.0029,3.7047,34.1179,Eco-Friendly
2,39,0.0523,2.5315,7.624,6.9292,0.8584,0.0015,4.558,1.5926,Social Media Influencer
1,44,0.0662,0.5744,5.6188,10.3245,2.7839,1.4344,2.4026,26.6656,Social Media Influencer
2,39,0.0574,5.5004,3.8797,2.1477,4.2564,0.0079,2.9286,68.4618,Health-Conscious
2,37,1.6097,0.4269,4.5008,6.7223,1.2247,0.0438,2.2093,4.5132,Fitness Enthusiast
2,26,0.0753,5.3843,6.1223,2.9617,3.2116,0.0076,4.4686,31.6131,Health-Conscious
2,41,0.6602,0.8905,5.1247,1.885,3.8613,0.0196,2.5078,57.8015,Social Media Influencer
2,29,0.017,2.8582,6.09,6.2752,5.0322,0.0654,6.0806,97.8917,Fitness Enthusiast
1,22,0.0018,0.9113,3.5135,4.0551,2.6017,1.4006,3.8591,20.354,Health-Conscious
2,48,0.0611,2.709,8.8817,2.6283,1.0605,0.0078,3.1956,5.2012,Health-Conscious
1,28,0.0805,1.0931,7.4953,4.192,2.8274,0.024,3.0915,24.1988,Health-Conscious
1,26,0.0929,3.0033,6.4267,2.937,4.3674,0.0099,4.7448,93.7787,Health-Conscious
2,21,0.1098,0.6816,7.0244,2.8777,3.7226,0.0221,2.8009,51.9402,Health-Conscious
1,32,3.1055,7.6873,5.3422,12.494,3.3587,0.0138,1.6364,38.0046,Social Media Influencer
2,31,0.3821,2.2731,0.685,8.9464,2.4719,0.1516,3.7256,8.9436,Fitness Enthusiast
1,53,0.005,0.7961,3.013,3.5894,3.7329,0.0133,3.0511,40.6487,Eco-Friendly
1,44,0.0551,3.0857,5.5178,4.3903,1.7821,0.0197,5.388,7.7131,Health-Conscious
2,29,0.1516,0.763,5.2213,6.5933,3.1365,0.0308,5.3472,28.5583,Eco-Friendly
1,34,0.1174,2.9566,4.362,3.5959,5.5195,0.0154,4.3339,100.8027,Health-Conscious
2,36,0.0173,0.5993,2.3484,5.2937,1.404,0.0105,4.7369,4.1643,Eco-Friendly
1,32,0.0641,0.7313,3.407,3.8474,5.3655,0.0045,3.5021,96.6684,Eco-Friendly
2,32,0.1343,0.6538,6.2713,6.3788,3.3278,0.0091,4.9788,42.4385,Eco-Friendly
1,25,0.2267,2.6385,2.9075,8.5368,4.0784,0.0057,3.3812,59.617,Fitness Enthusiast
1,24,0.0389,0.5467,6.7471,6.443,1.8506,0.0375,3.8931,8.8968,Health-Conscious
1,62,0.0431,2.7983,7.1674,5.2836,3.4763,0.5852,5.3402,44.1926,Health-Conscious
